s lambda f_ref adapted2 nu12 gap2 adapted3 nu13 gap3 adapted4 nu14 gap4
0.223333333333 0.928366937423 0.909895109425 0.285225309229 0.091156326395 0.194068982834 0.060732172920 0.002015348307 0.058716824613 0.000000000000 0.000000000000 0.000000000000
0.225000000000 0.927101135494 0.908656311271 0.282138643236 0.089793706776 0.192344936460 0.058825598676 0.001807936269 0.057017662407 0.000000000000 0.000000000000 0.000000000000
0.226666666667 0.925817843805 0.907400396470 0.279047943587 0.088443107935 0.190604835653 0.056938325281 0.001612155964 0.055326169316 0.000000000000 0.000000000000 0.000000000000
0.228333333333 0.924516723959 0.906127033848 0.275953216224 0.087104339288 0.188848876935 0.055070741072 0.001427920822 0.053642820250 0.000000000000 0.000000000000 0.000000000000
0.230000000000 0.923197423929 0.904835878885 0.272854461922 0.085777212030 0.187077249892 0.053223241521 0.001255149295 0.051968092226 0.000000000000 0.000000000000 0.000000000000
0.231666666667 0.921859577291 0.903526572975 0.269751676038 0.084461538986 0.185290137053 0.051396229636 0.001093764914 0.050302464722 0.000000000000 0.000000000000 0.000000000000
0.233333333333 0.920502802396 0.902198742612 0.266644848236 0.083157134478 0.183487713757 0.049590116387 0.000943696352 0.048646420035 0.000000000000 0.000000000000 0.000000000000
0.235000000000 0.919126701493 0.900851998528 0.263533962181 0.081863814178 0.181670148002 0.047805321165 0.000804877500 0.047000443665 0.000000000000 0.000000000000 0.000000000000
0.236666666667 0.917730859769 0.899485934760 0.260418995220 0.080581394957 0.179837600263 0.046042272261 0.000677247554 0.045365024707 0.000000000000 0.000000000000 0.000000000000
0.238333333333 0.916314844323 0.898100127644 0.257299918026 0.079309694730 0.177990223296 0.044301407385 0.000560751119 0.043740656266 0.000000000000 0.000000000000 0.000000000000
0.240000000000 0.914878203061 0.896694134729 0.254176694214 0.078048532294 0.176128161920 0.042583174217 0.000455338324 0.042127835893 0.000000000000 0.000000000000 0.000000000000
0.241666666667 0.913420463497 0.895267493609 0.251049279921 0.076797727164 0.174251552756 0.040888030995 0.000360964956 0.040527066038 0.000000000000 0.000000000000 0.000000000000
0.243333333333 0.911941131453 0.893819720649 0.247917623351 0.075557099392 0.172360523959 0.039216447148 0.000277592611 0.038938854537 0.000000000000 0.000000000000 0.000000000000
0.245000000000 0.910439689661 0.892350309615 0.244781664277 0.074326469382 0.170455194895 0.037568903973 0.000205188857 0.037363715116 0.000000000000 0.000000000000 0.000000000000
0.246666666667 0.908915596235 0.890858730182 0.241641333497 0.073105657697 0.168535675800 0.035945895365 0.000143727430 0.035802167935 0.000000000000 0.000000000000 0.000000000000
0.248333333333 0.907368283014 0.889344426310 0.238496552239 0.071894484851 0.166602067389 0.034347928600 0.000093188444 0.034254740157 0.000000000000 0.000000000000 0.000000000000
0.250000000000 0.905797153762 0.887806814482 0.235347231512 0.070692771088 0.164654460424 0.032775525183 0.000053558623 0.032721966560 0.000000000000 0.000000000000 0.000000000000
0.251666666667 0.904201582201 0.886245281781 0.232193271388 0.069500336148 0.162692935240 0.031229221760 0.000024831569 0.031204390191 0.000000000000 0.000000000000 0.000000000000
0.253333333333 0.902580909863 0.884659183786 0.229034560223 0.068316999017 0.160717561206 0.029709571113 0.000007008053 0.029702563059 0.000000000000 0.000000000000 0.000000000000
0.255000000000 0.900934443741 0.883047842275 0.225870973791 0.067142577655 0.158728396136 0.028217143229 0.000000096343 0.028217046885 0.000000000000 0.000000000000 0.000000000000
0.256666666667 0.899261453716 0.881410542703 0.222702374336 0.065976888706 0.156725485630 0.026752526472 0.000000000000 0.026752526472 0.000000000000 0.000000000000 0.000000000000
0.258333333333 0.897561169727 0.879746531440 0.219528609522 0.064819747183 0.154708862339 0.025316328855 0.000000000000 0.025316328855 0.000000000000 0.000000000000 0.000000000000
0.260000000000 0.895832778661 0.878055012716 0.216349511276 0.063670966124 0.152678545151 0.023909179425 0.000000000000 0.023909179425 0.000000000000 0.000000000000 0.000000000000
0.261666666667 0.894075420919 0.876335145273 0.213164894501 0.062530356224 0.150634538278 0.022531729786 0.000000000000 0.022531729786 0.000000000000 0.000000000000 0.000000000000
0.263333333333 0.892288186628 0.874586038647 0.209974555655 0.061397725419 0.148576830236 0.021184655764 0.000000000000 0.021184655764 0.000000000000 0.000000000000 0.000000000000
0.265000000000 0.890470111436 0.872806749058 0.206778271162 0.060272878448 0.146505392714 0.019868659236 0.000000000000 0.019868659236 0.000000000000 0.000000000000 0.000000000000
0.266666666667 0.888620171850 0.870996274851 0.203575795643 0.059155616349 0.144420179295 0.018584470150 0.000000000000 0.018584470150 0.000000000000 0.000000000000 0.000000000000
0.268333333333 0.886737280048 0.869153551407 0.200366859946 0.058045735921 0.142321124025 0.017332848755 0.000000000000 0.017332848755 0.000000000000 0.000000000000 0.000000000000
